Age,Flight distance,Inflight Wi-Fi service,Convenient arrival/departure time,Ease of online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Check-in service,Inflight service,Cleanliness,Departure delay in minutes,Gender,Customer type,Type of travel,Eco,Eco plus,Satisfied
48,689,3,5,2,5,2,3,3,3,3,3,3,4,3,2,53,0,0,0,0,0,1
53,2853,3,3,5,3,5,4,5,5,5,5,5,4,5,3,0,0,0,1,1,0,0
23,1144,3,5,3,3,5,3,5,5,2,4,4,4,2,5,0,0,0,0,0,0,1
36,1625,2,1,1,1,2,2,3,2,2,1,2,1,2,4,0,0,0,1,1,0,1
35,2254,3,3,3,3,1,3,4,3,3,3,3,2,3,4,0,1,0,1,0,0,0
26,469,0,0,0,3,1,0,1,1,3,2,4,5,5,1,0,1,0,0,0,0,1
57,113,4,2,2,2,2,3,4,1,1,1,4,1,1,1,0,1,0,0,0,0,1
26,1205,4,4,4,2,1,4,1,1,4,4,5,4,5,1,0,0,0,0,1,0,0
48,214,3,0,3,5,2,5,5,3,3,3,3,5,3,3,0,1,0,0,0,0,1
9,280,2,4,2,2,2,2,2,2,4,3,5,5,2,2,0,1,0,1,1,0,0
53,1770,0,0,0,1,4,5,5,2,2,2,2,5,2,4,3,0,0,1,1,0,0
29,651,2,5,2,2,1,2,1,1,5,3,4,4,4,1,0,1,1,0,1,0,0
17,802,4,4,4,5,4,4,4,4,4,5,5,4,5,4,0,0,0,0,0,0,1
43,1389,1,1,1,1,4,4,4,5,5,5,5,4,5,4,0,1,1,0,1,0,0
30,190,1,4,1,4,4,1,4,4,4,5,1,5,4,4,0,0,0,1,1,0,0
47,1237,4,5,5,5,2,2,2,4,4,4,4,1,4,1,0,1,0,1,1,0,0
33,2654,1,1,1,1,5,5,5,5,4,1,2,1,2,5,0,0,0,0,0,0,1
35,2422,5,5,5,5,2,5,4,5,5,5,5,5,5,5,29,1,0,0,0,0,1
27,1280,4,4,4,4,4,4,4,4,5,4,3,5,4,4,21,0,0,0,0,0,1
28,1910,4,4,4,4,3,4,3,3,5,3,3,5,5,3,109,1,0,0,1,0,1
41,1172,3,5,3,2,1,3,1,1,4,4,3,4,4,1,0,0,0,1,1,0,0
60,2130,5,5,5,5,4,5,5,4,4,4,4,5,4,3,1,1,0,0,0,0,1
31,725,5,4,5,1,2,5,2,2,4,3,3,5,2,2,0,1,0,0,0,0,1
44,1562,3,5,3,4,4,4,4,2,2,3,2,3,2,3,4,0,1,0,1,0,0
38,3890,1,1,1,1,2,1,4,4,4,4,4,1,4,1,0,1,0,1,1,0,0
60,2386,0,5,0,1,5,5,4,5,5,4,4,4,5,5,0,1,0,0,0,0,1
21,2475,3,4,4,4,3,3,1,3,2,1,2,1,3,3,0,1,1,0,1,0,1
43,3331,1,3,1,1,3,5,4,4,4,4,4,4,4,3,7,1,0,0,0,0,1
61,563,2,4,1,4,2,1,5,2,3,4,5,4,4,2,0,0,0,0,0,0,1
61,1438,2,4,2,1,3,5,5,4,4,2,4,5,4,4,0,1,0,1,0,0,0
15,782,3,3,3,2,3,3,4,3,2,4,2,2,5,3,0,1,0,0,0,0,1
43,1635,5,5,5,5,2,4,5,5,5,5,5,5,5,3,5,0,0,0,0,0,0
24,531,3,0,3,4,4,3,4,4,1,3,1,4,1,4,0,1,1,0,0,0,0
62,507,3,4,3,3,5,4,4,3,3,3,3,3,3,2,9,0,0,1,1,0,0
57,867,2,0,2,4,3,2,3,3,3,4,4,3,5,3,78,0,0,1,1,0,0
55,302,0,0,0,1,2,4,4,1,1,1,1,4,1,3,0,1,0,0,0,0,1
40,2937,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,1,0,1,1,0,0
59,1574,4,4,4,4,4,5,5,3,3,3,3,5,3,5,0,1,0,1,1,0,0
32,236,0,0,0,2,3,0,3,3,4,1,3,1,4,3,45,0,0,0,0,0,1
46,2288,3,2,3,4,2,4,3,5,5,3,5,3,5,4,0,1,0,1,1,0,1
46,956,4,4,4,4,2,4,3,3,3,4,3,2,3,1,0,0,1,0,1,0,0
33,2466,3,3,3,3,4,4,4,3,2,4,5,4,2,4,163,1,0,1,1,0,0
22,462,1,0,1,2,5,1,2,5,3,4,4,3,5,5,0,0,0,0,0,0,1
46,373,3,4,3,3,4,3,4,4,5,4,1,3,1,4,0,0,0,0,0,0,1
38,86,4,4,4,4,1,3,4,5,5,5,5,2,5,4,0,0,0,0,1,0,1
21,204,4,1,4,2,5,4,5,5,1,2,4,2,1,5,0,1,0,1,1,0,0
51,2357,3,3,3,3,2,2,2,4,2,4,4,2,4,2,139,1,0,0,0,0,1
52,812,2,2,2,2,5,4,5,5,5,5,5,3,5,4,0,1,0,0,0,0,0
42,460,4,5,4,5,3,4,4,3,3,4,3,4,3,3,7,1,0,0,0,1,1
36,2836,3,3,3,3,2,5,3,5,5,5,5,4,5,4,1,1,0,0,1,0,0
42,651,1,5,5,5,3,3,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0
34,2422,3,3,3,4,5,3,5,5,5,2,4,4,4,5,0,0,0,1,0,1,0
43,1067,5,5,5,2,3,5,3,3,4,2,5,5,5,3,0,1,0,0,1,0,1
51,2125,3,5,3,4,3,1,1,3,3,3,4,2,3,2,0,0,0,0,0,0,0
15,333,3,4,3,1,4,3,5,4,4,3,4,4,4,4,3,1,0,0,1,0,1
40,2565,3,3,3,3,4,4,4,4,4,4,4,5,4,3,61,0,0,1,1,0,0
34,522,3,4,3,3,3,3,4,3,5,3,5,4,4,3,0,1,0,0,0,0,1
70,650,3,3,3,4,4,3,4,4,2,5,4,4,4,4,9,0,0,0,0,0,0
47,333,0,0,0,2,2,4,4,2,2,2,2,5,2,4,0,1,0,1,1,0,1
37,640,4,4,4,4,3,4,3,3,5,5,5,5,5,3,3,0,1,0,0,0,1
26,1379,3,2,2,4,5,3,5,5,3,4,3,3,4,5,2,1,0,0,0,0,0
64,507,3,5,3,1,3,1,1,5,4,4,5,1,3,1,153,1,0,0,0,0,1
43,2997,4,4,4,4,4,4,4,4,4,4,4,5,4,4,0,1,0,0,0,0,1
22,2498,4,4,4,4,5,5,5,5,4,2,4,3,5,5,0,1,0,0,0,0,1
35,927,4,3,3,3,4,4,4,4,3,1,5,1,4,4,0,0,0,1,1,0,0
34,395,2,5,2,3,3,2,3,3,3,5,2,5,2,3,0,1,0,0,1,0,0
56,1849,1,1,1,1,5,4,4,4,4,4,4,3,4,5,128,1,0,1,1,0,0
35,3715,3,3,4,3,3,3,3,3,4,4,3,3,1,3,163,1,0,0,0,0,1
57,429,4,2,2,2,4,4,4,4,4,4,2,3,4,4,2,1,1,0,1,0,0
53,1189,4,2,2,2,4,4,4,4,1,2,3,3,3,4,0,1,0,0,0,0,1
78,192,1,4,2,2,1,3,2,1,1,1,1,1,1,2,0,1,0,1,0,0,0
28,2845,4,1,4,4,1,4,1,1,4,5,3,4,4,1,0,0,0,1,0,1,0
58,455,5,3,3,3,3,5,3,3,5,5,5,4,2,3,0,1,0,0,0,0,1
43,3647,4,4,2,2,2,3,4,4,4,4,4,3,4,2,4,1,0,0,0,0,1
35,1179,4,5,5,5,4,4,4,4,2,4,5,5,1,4,9,0,0,0,0,0,1
68,657,2,2,2,2,3,2,2,3,3,2,3,2,3,4,0,1,1,0,1,0,0
32,143,2,4,2,2,5,5,4,5,3,5,4,4,3,5,0,1,0,0,0,0,1
35,3272,3,3,1,3,4,3,3,3,3,3,3,3,3,3,0,0,0,1,1,0,0
19,774,5,2,5,3,1,5,1,1,3,3,3,2,3,1,0,0,0,0,0,0,1
39,213,4,4,4,1,4,4,4,4,3,2,4,4,4,4,4,1,0,0,1,0,1
40,3801,2,4,4,4,2,4,4,2,2,2,2,4,2,4,61,1,1,0,0,0,1
35,368,1,1,1,1,4,5,5,4,4,4,4,5,4,3,3,0,0,0,1,0,0
29,541,2,1,2,2,2,2,2,2,5,3,4,5,4,2,0,1,0,0,0,1,0
58,3423,1,1,1,1,4,4,4,5,5,5,5,4,5,5,0,1,0,0,0,0,1
54,1053,2,5,2,2,4,5,5,3,3,2,3,4,3,4,0,1,0,0,0,0,1
60,594,2,4,4,4,2,2,2,2,4,4,3,1,3,2,36,1,0,1,1,0,0
26,148,1,2,1,4,5,1,1,5,4,2,4,3,4,5,16,0,1,0,1,0,0
40,237,2,1,2,2,5,5,4,4,4,4,4,5,4,3,0,0,0,0,0,0,1
40,712,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0,1,0,0,0,0,0
56,1851,1,1,5,1,3,5,4,5,5,5,5,5,5,3,0,0,1,0,1,0,1
25,1075,3,5,2,3,5,2,5,5,4,5,4,5,5,5,0,0,0,1,1,0,0
60,196,2,4,2,2,4,4,5,3,3,2,3,3,3,4,39,1,0,0,0,0,0
38,1185,4,4,4,4,2,3,4,5,5,5,5,1,5,2,21,0,1,0,0,0,1
27,1136,3,2,3,3,5,5,5,5,3,4,4,5,4,5,0,1,0,1,0,1,0
36,862,4,4,4,4,5,5,3,4,4,5,4,1,4,4,0,1,0,0,0,0,0
9,1375,2,2,2,3,1,2,1,1,2,2,2,1,3,1,0,1,0,1,1,0,1
48,2880,4,4,5,4,2,5,5,5,5,5,5,5,5,3,0,1,0,1,1,0,0
68,397,3,5,2,3,3,4,4,3,3,2,3,4,3,3,0,0,1,0,0,0,1
20,212,5,5,5,5,5,5,3,5,4,4,4,1,1,5,72,0,0,0,0,0,1
53,563,2,4,4,4,2,2,2,2,5,4,4,5,4,2,0,0,1,0,1,0,0
28,1177,0,0,0,2,4,0,4,4,3,2,4,3,5,4,35,0,0,0,0,0,1
57,727,2,3,3,3,3,3,3,2,2,2,2,1,2,2,3,0,0,1,1,0,0
70,907,3,2,2,2,3,3,3,3,2,1,3,1,4,3,0,0,1,0,0,0,0
50,2034,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,1,0,1,0,1,1
57,3653,4,4,5,4,4,5,5,2,2,2,2,4,2,3,124,1,1,0,1,0,0
70,611,4,3,5,3,2,5,1,2,1,1,4,5,2,2,3,1,0,1,1,0,0
16,874,2,2,2,3,1,2,3,1,3,4,4,2,4,1,13,0,0,1,0,0,0
44,3790,5,5,5,5,5,5,5,3,3,3,3,4,3,5,0,0,0,1,1,0,0
8,2660,3,2,2,2,3,3,3,3,1,3,4,3,3,3,1,1,0,0,0,0,1
20,483,0,0,1,1,5,1,5,5,3,4,4,4,4,5,12,0,1,0,0,0,1
29,404,1,3,1,2,2,1,2,2,1,4,3,4,2,2,0,0,0,1,1,0,0
47,140,2,4,4,4,3,2,3,3,3,4,2,2,3,4,0,1,0,0,0,0,0
18,667,5,5,5,1,1,5,1,1,4,4,5,4,4,1,10,1,0,1,1,0,0
57,413,1,4,1,3,3,1,3,3,3,4,4,3,4,3,0,0,0,1,1,0,0
51,599,3,2,2,2,2,3,3,3,3,3,3,4,3,3,35,0,0,0,0,0,1
48,782,4,5,4,3,5,4,5,5,4,5,5,4,4,5,0,1,0,1,1,0,1
38,1068,2,5,1,1,2,1,2,2,5,2,5,3,4,2,1,0,0,1,1,0,0
27,1276,0,0,0,3,2,0,3,2,3,4,4,5,5,2,1,0,0,1,1,0,0
28,2218,3,3,3,3,4,4,4,4,3,5,4,5,5,4,0,1,0,1,1,0,0
23,426,2,0,3,1,4,3,4,4,5,4,4,3,4,4,14,1,0,1,1,0,0
31,3709,5,5,5,5,2,2,2,2,4,4,4,4,4,2,16,1,0,0,0,0,1
53,224,3,4,3,5,1,2,4,2,2,3,1,2,2,3,0,0,0,0,1,0,1
35,1005,2,2,2,3,2,2,2,2,2,1,4,3,4,2,35,0,0,0,0,0,1
40,200,5,2,0,4,1,0,1,1,4,5,3,3,3,1,0,1,0,0,0,0,1
11,689,4,4,4,4,2,4,2,2,4,2,3,4,3,2,0,0,0,0,0,0,0
60,1107,3,0,3,4,5,3,5,5,4,5,5,5,4,5,0,1,0,0,0,0,1
24,1262,2,4,2,5,2,2,3,2,3,5,3,5,4,2,10,0,0,0,0,0,1
43,780,1,5,1,5,5,4,4,1,1,1,1,3,1,4,15,0,0,0,0,0,1
40,1678,1,1,1,1,4,3,4,4,4,4,4,5,4,5,0,0,0,0,0,0,1
37,491,5,4,4,4,3,4,3,3,5,4,4,5,5,3,17,1,0,0,0,0,1
30,1986,2,2,2,3,2,2,2,2,4,1,2,2,2,2,2,1,1,0,1,0,1
46,1650,3,5,5,5,3,4,3,3,3,3,3,4,3,3,21,1,0,0,1,0,1
27,337,1,4,1,4,1,1,1,1,4,5,4,3,4,1,7,0,0,0,0,0,0
31,628,2,4,2,4,4,2,4,4,4,3,5,3,5,4,8,1,0,1,1,0,0
35,3503,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0,0,0,0,0,1
49,236,5,1,0,2,1,0,1,1,1,3,2,3,2,1,2,0,0,1,1,0,0
27,295,1,4,1,5,3,1,3,3,4,5,5,3,4,3,1,1,1,0,0,0,0
38,558,2,5,2,1,3,2,3,3,5,2,5,5,5,3,0,1,1,0,0,0,0
57,1005,1,4,1,2,5,1,5,5,5,5,5,3,5,5,4,0,0,0,0,1,1
30,354,4,3,4,2,5,4,5,5,4,4,2,3,3,5,0,1,0,0,0,0,1
50,235,0,0,0,1,5,5,5,2,2,2,2,4,2,5,8,0,0,0,0,0,0
60,351,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,1,0,0,0,0,1
54,2414,4,4,4,4,4,5,4,5,5,5,5,5,5,3,0,1,0,0,0,1,1
45,2610,4,4,4,4,4,4,4,1,1,2,1,4,1,4,0,1,0,0,0,0,1
25,3056,3,5,5,5,3,3,3,3,3,4,3,2,4,3,15,1,0,1,1,0,0
53,2475,1,1,1,1,4,3,4,3,3,4,3,5,3,3,4,0,0,0,1,0,0
51,2548,5,5,5,5,2,4,4,4,4,4,4,5,4,5,62,1,0,0,0,0,1
59,3994,0,4,0,5,2,2,3,5,4,5,5,3,3,3,146,1,0,0,1,0,1
35,1670,1,1,1,1,5,5,5,5,5,5,5,3,5,3,0,0,0,0,0,0,1
53,1624,5,5,5,5,4,4,5,5,5,5,5,5,5,3,55,1,0,0,0,1,0
25,1319,5,5,5,2,5,5,5,5,3,4,2,5,1,5,3,1,0,1,1,0,0
34,363,5,1,1,1,5,5,5,5,1,3,1,3,4,5,64,1,0,0,0,0,1
46,2016,4,1,1,1,3,4,4,4,4,4,4,3,4,2,0,0,0,0,0,0,1
12,2475,3,4,3,1,3,5,4,3,3,4,4,4,4,4,15,0,0,0,0,1,0
28,3308,2,2,2,2,4,4,4,4,4,3,5,5,4,4,0,1,1,0,0,0,0
57,406,3,2,3,4,4,4,4,5,5,3,5,1,5,4,10,0,0,0,0,0,1
39,402,1,1,1,3,3,1,3,3,5,3,4,4,5,3,0,1,0,1,1,0,0
37,602,2,2,2,3,1,2,1,1,3,2,5,3,5,1,51,1,1,0,0,0,1
38,266,4,5,5,5,4,4,4,4,3,4,5,4,5,4,0,0,0,0,0,0,0
42,1276,5,5,5,5,2,5,5,3,3,3,3,3,3,4,0,1,0,0,1,0,1
21,867,4,5,2,5,4,3,4,4,4,3,2,1,2,4,0,1,0,0,0,0,1
36,3615,4,4,2,4,3,5,5,4,4,4,4,4,4,5,0,1,0,1,1,0,0
41,305,5,4,4,4,5,5,5,5,2,5,4,3,4,5,2,0,0,1,1,0,0
31,1105,4,4,4,4,4,4,4,4,3,3,5,4,4,4,0,0,0,1,1,0,0
57,212,3,0,3,5,2,3,2,2,5,3,4,4,5,2,0,1,0,1,0,1,0
43,135,3,5,5,5,4,4,4,3,3,3,3,3,3,1,42,0,0,0,0,0,1
54,599,4,4,4,4,2,4,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0
46,413,5,4,4,4,5,5,5,5,1,5,3,4,3,5,0,0,0,0,1,0,1
47,3880,5,5,5,5,3,4,5,5,5,4,5,5,5,4,9,0,0,0,0,0,1
60,861,3,4,4,4,3,3,3,3,1,3,4,3,2,3,225,0,0,1,0,1,0
25,948,1,4,1,3,5,1,5,5,3,3,3,2,4,5,0,1,1,0,1,0,0
60,397,2,2,2,2,2,5,5,3,3,3,3,3,3,4,20,0,0,1,1,0,0
39,2058,1,1,1,1,3,5,3,4,4,4,4,4,4,1,0,1,0,0,1,0,1
35,566,1,3,3,3,1,1,1,1,4,2,3,1,4,1,90,0,0,0,0,0,1
35,409,2,2,2,5,4,2,4,4,4,3,4,5,5,4,0,0,0,0,1,0,1
31,3927,1,1,1,1,5,5,5,5,2,2,2,4,3,5,0,0,1,0,1,0,1
40,860,1,4,1,1,2,1,2,2,4,3,4,4,4,2,1,0,0,1,1,0,0
12,611,5,5,5,1,5,5,5,4,5,5,5,5,5,5,223,0,0,1,1,0,0
60,907,2,3,3,3,4,3,3,2,2,1,2,1,2,4,9,1,0,1,1,0,0
45,432,3,3,3,3,3,3,3,3,1,1,3,3,4,3,0,0,0,0,1,0,1
54,2409,1,1,1,1,2,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,1
16,696,3,4,3,1,1,3,1,1,3,5,5,3,5,1,0,0,0,0,0,0,1
34,164,2,5,2,3,1,2,1,1,3,4,4,5,4,1,0,0,1,0,1,0,0
47,657,4,2,4,3,5,3,4,2,2,4,2,4,2,1,10,1,0,0,0,0,1
67,134,2,5,2,2,1,2,1,1,4,5,2,3,4,1,0,1,0,0,0,1,0
43,3815,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,1,0,1,0,0,0
55,3071,1,4,4,4,2,3,3,2,2,2,1,3,2,2,0,1,1,0,1,0,0
43,436,5,4,4,4,2,4,2,5,5,5,5,3,5,5,0,1,0,0,0,1,1
52,2922,1,1,1,1,4,5,4,4,4,4,4,4,4,4,63,1,0,0,0,0,1
35,1325,2,5,2,1,1,2,1,1,3,5,4,4,4,1,0,0,1,0,0,0,0
29,577,3,3,3,3,1,3,1,1,4,4,3,1,4,1,0,0,0,0,0,0,0
17,1050,2,4,2,3,2,2,2,2,1,4,5,1,3,2,2,0,0,1,0,0,0
35,808,5,3,3,3,5,5,5,5,2,2,4,5,2,5,0,1,0,0,0,0,1
40,3215,5,4,5,5,2,4,5,4,4,4,4,3,4,5,21,1,0,0,0,0,1
62,472,5,5,5,5,2,1,4,5,5,5,5,1,5,4,48,1,0,0,1,0,1
47,139,4,4,4,2,4,4,4,4,4,2,4,3,1,4,0,1,0,1,1,0,0
22,573,2,5,2,3,4,2,4,4,4,3,5,5,5,4,0,0,0,0,0,0,1
37,280,2,4,2,3,3,2,3,3,4,1,4,3,4,3,0,1,1,0,1,0,0
70,602,1,5,1,1,2,1,2,2,5,2,4,4,4,2,82,0,0,0,0,0,1
31,1208,4,3,3,3,4,4,4,4,1,3,1,5,2,4,16,1,0,0,1,0,1
55,2254,4,4,5,4,3,5,4,4,4,4,4,4,4,3,22,0,0,0,0,0,1
59,3771,3,3,3,3,5,4,5,5,5,5,5,4,5,5,6,1,0,0,0,0,1
21,937,2,2,2,3,3,2,1,3,4,5,4,4,3,3,0,1,0,1,0,1,0
29,1482,2,2,2,2,5,5,5,5,4,3,4,5,5,5,120,0,0,0,0,0,1
58,251,4,5,5,5,5,4,5,5,2,2,4,1,4,5,59,1,0,0,0,0,1
32,701,1,4,1,2,2,1,2,2,1,1,2,4,1,2,0,1,0,1,1,0,0
22,421,4,0,4,4,2,4,2,2,2,4,3,1,1,2,81,1,1,0,1,0,0
36,387,4,2,2,2,4,4,4,4,5,4,3,4,1,4,0,0,0,0,0,0,0
54,1711,3,3,3,3,5,5,4,5,5,5,5,4,5,5,0,0,0,1,0,1,0
36,331,2,2,2,1,3,2,3,3,5,3,4,3,5,3,0,0,0,1,0,0,0
33,1744,1,2,2,2,2,3,4,1,1,1,1,2,1,3,0,1,0,0,0,0,0
45,280,3,0,3,3,3,4,4,5,5,3,5,5,5,5,0,1,1,0,0,0,0
42,3358,3,3,1,3,2,5,4,5,5,5,5,4,5,4,23,0,0,0,1,0,0
51,2692,5,5,5,5,2,5,4,3,3,3,3,3,3,3,28,0,1,0,1,0,0
32,1721,5,4,4,4,5,5,5,5,5,2,2,3,4,5,0,0,0,0,0,0,1
7,802,1,4,1,4,5,1,5,5,2,4,3,1,4,5,0,1,0,1,0,1,0
75,308,0,0,0,4,5,4,5,3,3,3,5,5,3,3,0,0,0,1,1,0,0
12,577,3,4,3,3,2,3,2,2,4,4,4,2,4,2,18,0,0,1,1,0,0
39,2142,2,2,2,2,5,5,4,5,5,5,5,3,5,3,83,0,1,0,0,0,0
39,144,4,2,2,2,4,4,4,4,2,1,2,3,1,4,0,1,0,1,1,0,0
46,391,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0,0,0,0,0,1
55,3769,5,5,5,5,3,4,5,4,4,4,5,5,4,4,15,1,0,0,0,0,1
28,2218,4,2,4,4,1,4,1,1,3,3,4,2,4,1,0,0,0,1,1,0,0
28,1910,1,1,1,1,4,4,4,4,1,1,3,4,5,4,30,1,1,0,1,0,0
30,1770,4,4,4,4,2,2,2,2,2,2,4,3,3,2,0,0,1,0,0,1,0
48,331,3,4,3,1,1,3,1,1,5,5,1,4,2,1,0,0,0,0,0,1,1
20,853,1,1,1,4,5,1,5,5,3,5,3,4,4,5,8,0,0,0,0,0,1
26,2255,2,2,3,2,2,2,2,2,4,5,1,4,2,2,0,0,0,1,1,0,0
57,1547,1,4,1,1,4,4,5,2,2,1,2,5,2,5,3,0,0,0,0,0,1
70,654,4,2,5,4,2,3,3,1,1,5,1,3,1,3,0,0,0,0,0,0,0
47,2422,1,2,2,2,1,1,1,4,5,3,3,1,3,1,86,1,1,0,1,0,0
21,1065,3,4,3,4,5,3,5,5,4,1,4,1,3,5,0,1,0,0,0,0,1
44,2475,4,3,3,3,2,4,3,4,4,4,4,2,4,2,13,0,0,1,1,0,0
43,134,3,1,3,4,1,3,1,1,4,4,3,4,4,1,7,0,0,0,0,0,1
39,3361,5,5,5,5,1,5,2,3,3,3,3,4,3,5,0,0,0,1,1,0,0
66,951,3,2,3,3,4,3,4,4,3,4,3,4,2,4,0,1,0,1,1,0,0
64,448,3,4,3,3,5,5,5,5,5,3,5,4,5,4,0,1,0,0,1,0,1
44,1444,3,3,3,4,4,1,2,3,3,3,3,5,3,5,15,0,0,0,0,0,1
34,2075,2,2,2,4,2,2,2,2,3,3,5,4,5,2,0,1,0,0,0,0,0
59,577,4,2,4,2,3,4,3,3,3,1,2,3,3,3,0,1,1,0,1,0,0
58,2846,3,3,3,3,5,5,5,4,3,3,4,5,5,5,0,1,0,1,1,0,0
40,3106,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0,1,0,1,1,0,0
7,675,2,5,2,2,5,2,5,5,5,5,5,3,4,5,0,1,0,0,0,0,1
40,2586,3,3,3,3,1,3,1,1,4,1,4,1,4,1,1,1,0,0,0,0,1
31,925,1,1,1,3,2,1,2,2,4,2,2,2,2,2,46,1,0,1,1,0,0
32,1426,5,2,3,3,5,5,5,5,2,3,5,1,1,5,25,0,0,1,1,0,0
24,1452,5,5,1,5,3,3,3,3,4,4,3,1,2,3,0,0,0,1,0,1,0
51,1337,2,5,2,1,5,4,5,2,2,2,2,4,2,3,10,0,1,0,1,0,0
45,758,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0,0,0,0,0,0,1
37,199,1,5,5,5,1,1,1,3,1,3,4,1,3,1,63,0,1,0,0,0,0
15,631,2,5,1,2,2,1,2,2,4,2,4,4,4,2,4,1,0,0,1,0,0
40,3275,3,3,3,3,4,4,4,4,4,4,4,3,4,4,50,0,0,1,1,0,0
27,603,1,5,1,2,3,1,3,3,4,3,5,5,5,3,0,0,0,0,0,0,1
38,3357,1,1,1,1,1,1,4,5,5,5,5,5,5,4,0,1,0,1,1,0,0
68,926,1,4,1,4,1,4,3,3,3,1,3,2,3,1,26,1,0,0,0,1,1
53,528,1,5,1,2,3,1,3,3,3,2,5,3,5,3,0,1,0,0,0,0,0
44,833,2,1,1,1,2,2,2,2,2,5,2,4,1,2,0,1,0,0,0,0,1
40,2454,5,5,5,5,4,4,4,5,4,5,4,4,5,4,0,0,0,0,0,0,1
50,584,1,1,1,1,2,3,3,1,1,1,1,1,1,2,0,0,0,1,1,0,0
37,680,4,3,3,3,5,3,5,5,2,1,3,1,4,5,0,1,1,1,1,0,0
64,446,4,5,4,4,1,4,2,1,3,3,5,3,4,1,32,0,0,0,0,1,0
57,2475,3,4,3,1,1,3,1,1,5,4,4,5,4,1,0,1,0,1,1,0,1
16,419,5,5,5,5,5,5,5,5,5,3,4,3,4,5,0,1,0,0,0,0,1
52,2657,1,1,5,1,4,4,4,5,5,5,5,5,5,5,0,1,0,1,1,0,0
59,645,2,2,2,3,1,2,1,1,2,3,2,2,3,1,0,1,0,1,1,0,0
51,888,4,4,5,4,1,3,3,3,3,5,3,2,3,3,0,0,0,0,0,0,1
49,657,1,5,1,3,2,4,4,2,2,1,2,3,2,2,0,1,0,0,1,0,0
39,251,3,1,3,3,2,3,2,2,1,3,3,4,3,2,108,1,0,0,0,0,0
51,1426,4,4,4,4,3,4,5,3,3,3,3,4,3,5,0,0,0,1,1,0,0
30,590,1,1,1,3,2,1,4,2,3,2,4,4,5,2,4,1,0,1,1,0,0
63,1501,2,5,5,5,2,2,2,2,1,5,2,2,3,2,0,0,0,0,1,0,0
9,696,1,4,1,2,2,1,2,2,5,5,4,5,5,2,11,0,0,0,0,0,0
51,1068,5,5,5,5,5,5,5,3,3,3,3,5,3,3,19,0,0,0,0,0,1
57,657,3,4,3,4,2,3,2,2,3,4,2,5,3,2,24,0,0,0,0,0,0
43,296,4,4,4,4,4,4,4,4,5,3,2,2,5,4,1,0,1,0,1,0,0
26,1009,3,1,1,1,3,3,3,3,1,1,4,3,3,3,0,1,0,1,1,0,0
36,3981,3,3,5,3,3,4,4,4,4,4,4,5,4,5,0,0,0,0,0,0,1
41,1069,2,2,2,2,2,4,4,5,5,5,5,3,5,3,6,0,0,1,1,0,0
62,1440,3,4,3,1,3,5,4,4,4,3,4,3,4,5,27,0,0,0,0,0,1
8,236,1,5,1,4,1,1,1,1,5,3,4,4,5,1,0,1,0,0,0,0,1
16,515,2,1,5,1,2,2,2,2,1,5,4,2,4,2,8,0,0,1,0,0,0
59,192,5,5,5,3,5,5,5,5,5,4,4,3,5,5,4,1,0,1,1,0,0
39,2513,1,1,1,1,2,4,5,5,5,5,5,4,5,3,0,1,0,1,1,0,0
53,852,2,4,2,1,1,2,1,1,3,4,4,3,5,1,0,0,0,1,1,0,0
51,383,2,4,5,4,1,5,1,1,5,3,4,5,4,1,0,1,0,0,0,0,1
30,2045,2,2,2,2,5,5,5,5,5,1,1,4,2,5,0,1,1,0,1,0,0
43,1092,3,5,5,5,3,3,3,3,3,5,3,1,4,3,0,0,0,0,1,0,0
55,1190,1,1,1,1,3,4,3,1,1,1,1,3,1,2,0,0,0,0,0,0,0
47,73,2,1,2,3,3,2,2,5,5,2,5,2,5,2,64,0,1,0,1,0,0
41,986,4,5,4,4,4,4,4,4,5,2,4,3,5,4,9,1,1,0,0,0,1
55,376,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,1,0,1,1,0,0
41,1993,3,3,5,5,3,2,3,3,3,3,3,2,3,4,0,0,0,0,0,0,1
49,3507,4,4,4,4,4,5,5,5,5,5,5,4,5,3,1,1,0,0,0,0,1
40,3918,1,0,0,3,5,3,3,3,3,0,3,1,3,4,0,1,0,0,0,0,1
22,738,3,3,3,3,3,3,3,3,3,4,2,2,2,3,46,0,0,0,1,0,1
65,1300,1,4,1,1,4,1,4,4,3,4,4,5,5,4,0,1,0,1,1,0,0
36,236,1,1,1,1,4,4,5,5,5,5,5,4,5,3,0,1,1,0,1,0,0
