Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,Class
40110,788.776,324.1950783,158.7281502,2.042454838,0.871943275,40762,225.9859246,0.624532885,0.98400471,0.810130812,0.697067722,0.00808265,0.001177154,0.485903409,0.992435768,HOROZ
33518,702.956,277.5713992,154.3055806,1.798842259,0.831240405,34023,206.5827753,0.808383378,0.9851571,0.852376909,0.744250942,0.008281264,0.001567307,0.553909465,0.996395753,HOROZ
64252,966.933,378.9307449,217.7462558,1.740240004,0.818410945,65281,286.0213055,0.746768945,0.984237374,0.863582335,0.754811557,0.005897571,0.001180884,0.569740486,0.991485186,CALI
66372,1013.706,392.7459887,218.056199,1.801122786,0.831710712,67804,290.7016599,0.748925223,0.978880302,0.811653628,0.740177286,0.005917344,0.001095594,0.547862414,0.986767478,CALI
58094,922.37,350.1062379,212.8556695,1.644805792,0.793956543,58691,271.969811,0.784672322,0.989828083,0.85808598,0.776820809,0.006026547,0.001353729,0.60345057,0.992558992,CALI
68008,996.629,371.7058809,234.4417579,1.58549349,0.776011749,69070,294.2625952,0.725465096,0.984624294,0.860404805,0.791654398,0.00546562,0.001324225,0.626716685,0.993655224,CALI
25642,592.4,216.8463443,151.0528411,1.435566142,0.717470111,26019,180.6887058,0.801888858,0.985510588,0.918188101,0.833256868,0.008456686,0.002514754,0.694317009,0.996737989,DERMASON
155917,1507.244,553.8696768,361.7394028,1.531128963,0.757260593,158297,445.5554849,0.7876585,0.984964971,0.862454528,0.804441015,0.003552337,0.000917637,0.647125346,0.99083236,BOMBAY
67796,1020.867,404.659343,215.6127283,1.876787823,0.846225277,69042,293.8035878,0.77715622,0.981953014,0.817477117,0.72605166,0.005968779,0.001023141,0.527151013,0.989350602,CALI
24687,597.668,236.3729804,133.396772,1.771954276,0.825536555,24926,177.2920321,0.802672649,0.990411618,0.868476704,0.750052023,0.009574796,0.001869282,0.562578037,0.996862557,DERMASON
25814,600.225,217.3595755,152.0178211,1.429829568,0.71474607,26186,181.2936999,0.748101779,0.985793936,0.900403157,0.834072755,0.008420221,0.002513732,0.69567736,0.994700059,DERMASON
38326,752.941,293.0184093,167.6879488,1.747402908,0.820059784,38888,220.9030982,0.740370127,0.985548241,0.849535372,0.753888122,0.007645421,0.001523382,0.5683473,0.993131724,SIRA
34146,789.379,247.6608668,176.137973,1.406061752,0.702983339,34931,208.5090825,0.762664165,0.977527125,0.688618305,0.841913723,0.007252998,0.002247852,0.708818718,0.996642888,SIRA
131488,1368.233,485.8925009,345.6212635,1.405852452,0.702876202,132905,409.1646628,0.793367686,0.989338249,0.882624263,0.842088861,0.003695337,0.001146214,0.70911365,0.996909164,BOMBAY
34968,673.319,238.1086753,187.1376478,1.272371851,0.618310695,35218,211.0038872,0.755509463,0.992901357,0.969256937,0.886166314,0.006809331,0.002590271,0.785290736,0.999181827,SEKER
56376,921.455,350.6922928,205.3987297,1.707373231,0.810531519,57032,267.9181826,0.682650392,0.988497686,0.834364582,0.763969406,0.006220596,0.00130712,0.583649253,0.996507111,CALI
25684,596.865,228.310897,143.8543837,1.587097252,0.776529325,25969,180.8366237,0.688357633,0.989025376,0.905983524,0.792063042,0.008889227,0.002158156,0.627363863,0.995687463,DERMASON
138265,1396.139,512.8063507,345.1812989,1.485614523,0.739531344,139739,419.5765313,0.754836984,0.989451764,0.891383938,0.818196832,0.003708866,0.001025303,0.669446055,0.994538782,BOMBAY
46522,853.266,351.1710871,170.4460356,2.060306571,0.874311813,47247,243.3796419,0.738092972,0.98465511,0.802970074,0.693051481,0.007548495,0.001074242,0.480320355,0.989607184,HOROZ
148827,1503.932,532.8745985,364.5403018,1.461771431,0.729386841,153846,435.3072728,0.749169418,0.967376467,0.826866108,0.816903778,0.003580497,0.000983573,0.667331783,0.975486535,BOMBAY
62741,957.314,365.7572805,221.4077453,1.651962446,0.795966527,63687,282.6381472,0.756845762,0.985146105,0.860305066,0.772747837,0.005829637,0.001282249,0.597139219,0.986451565,CALI
155913,1510.721,574.9772165,347.1721053,1.65617343,0.797134712,157587,445.5497695,0.772772331,0.989377296,0.858467108,0.774899869,0.003687808,0.00082022,0.600469807,0.994482139,BOMBAY
26163,600.667,227.756922,146.4301763,1.555396079,0.76593077,26435,182.5151123,0.701684278,0.989710611,0.911233882,0.801359233,0.008705306,0.002214485,0.64217662,0.998838997,DERMASON
39546,744.512,268.3643429,188.342414,1.424874712,0.712358179,40022,224.3914683,0.777210015,0.988106541,0.89653866,0.836144869,0.006786131,0.002046106,0.699138242,0.996184401,SIRA
23590,561.266,199.563129,150.6856359,1.324367302,0.655635504,23907,173.3081673,0.750270339,0.986740285,0.941023211,0.868437813,0.008459649,0.002968158,0.754184235,0.99881694,DERMASON
24073,576.656,210.9344334,145.714377,1.447588342,0.723041948,24462,175.0734005,0.711061882,0.984097784,0.909717291,0.829989669,0.008762283,0.002565002,0.68888285,0.997218783,DERMASON
42552,793.738,313.3112889,174.1892839,1.798682915,0.831207467,43067,232.7635906,0.645323708,0.988041888,0.848741614,0.742914791,0.007363021,0.00138354,0.551922386,0.992733366,HOROZ
63211,999.886,341.4370908,236.1335757,1.445948929,0.722292825,64474,283.6948094,0.725462517,0.980410708,0.794513992,0.830884567,0.005401545,0.001588037,0.690369164,0.998238553,BARBUNYA
61142,1024.175,361.2581014,216.1530585,1.671306915,0.801246683,62247,279.0132833,0.772970923,0.98224814,0.732489095,0.772337789,0.00590851,0.001296841,0.59650566,0.996944035,BARBUNYA
165855,1538.592,578.1032529,367.622113,1.572547549,0.771762548,167630,459.5357926,0.784889499,0.989411203,0.88042323,0.794902624,0.003485594,0.000858445,0.631870182,0.993645905,BOMBAY
46863,867.433,347.4427551,172.1287909,2.018504594,0.868655702,47538,244.2699834,0.700702751,0.985800833,0.782650867,0.70305102,0.00741401,0.001117327,0.494280737,0.997707938,HOROZ
172546,1574.542,597.1470818,370.9714792,1.609684612,0.783620587,174186,468.7135484,0.750382702,0.990584777,0.874593531,0.784921442,0.003460799,0.000810328,0.61610167,0.991729378,BOMBAY
38510,739.853,271.4731406,181.9153893,1.492304425,0.742266717,39082,221.4327322,0.691444474,0.985364106,0.88408191,0.815670868,0.007049419,0.001924832,0.665318965,0.992858435,SIRA
37972,778.569,317.1403375,153.9093843,2.060565306,0.874345643,38615,219.8805403,0.602806706,0.98334844,0.787189189,0.693322527,0.008351952,0.001190444,0.480696127,0.990505761,HOROZ
26044,595.703,221.920449,149.8891835,1.480563466,0.737434613,26333,182.0995626,0.742248062,0.989025178,0.922269775,0.820562339,0.008520982,0.002382954,0.673322551,0.99689677,DERMASON
22748,554.747,204.2664271,142.1328542,1.437151377,0.718215316,23002,170.1871122,0.791427478,0.988957482,0.928887586,0.833162427,0.008979533,0.002669023,0.69415963,0.997612468,DERMASON
68325,1008.586,388.1095479,227.1814888,1.708367834,0.81077781,69595,294.9476087,0.799899317,0.981751563,0.844041175,0.759959682,0.005680345,0.001168737,0.577538719,0.98664857,CALI
38759,738.453,279.3690716,177.7490117,1.571705345,0.771481649,39350,222.1474544,0.794697777,0.98498094,0.89317531,0.795175547,0.00720785,0.001777615,0.632304151,0.993795814,SIRA
39802,750.551,279.3769561,183.5040179,1.522456889,0.754036038,40728,225.1165928,0.796693288,0.977263799,0.887880143,0.80578082,0.007019169,0.001825295,0.64928273,0.988504965,SIRA
39578,756.026,276.6045894,182.5620716,1.515126264,0.751255935,40028,224.4822369,0.710926694,0.988757869,0.870142228,0.811563674,0.006988847,0.001870147,0.658635598,0.997916092,SIRA
51695,880.771,306.3289695,216.056113,1.417821349,0.708901517,52714,256.5543184,0.773483556,0.980669272,0.837398908,0.837512426,0.005925698,0.001798392,0.701427063,0.994498265,BARBUNYA
26269,606.223,226.5682011,147.9420099,1.53146629,0.757384642,26660,182.8844706,0.712611562,0.985333833,0.89823213,0.807193904,0.008624927,0.002258638,0.651561998,0.997845236,DERMASON
58641,910.692,344.1535559,217.2837758,1.583889799,0.775492275,59181,273.2472143,0.704904436,0.99087545,0.888522006,0.793968883,0.005868821,0.001438615,0.630386587,0.998462884,BARBUNYA
62363,950.295,360.5063424,220.6343769,1.633953636,0.790848113,63010,281.7854463,0.69052839,0.989731789,0.867800657,0.781637972,0.005780773,0.001331031,0.610957919,0.998276913,BARBUNYA
176276,1616.13,621.159964,365.5225515,1.699375213,0.808532472,178364,473.7526506,0.800454091,0.988293602,0.848106647,0.762690254,0.003523792,0.0007355,0.581696423,0.988520484,BOMBAY
32251,644.051,220.9809628,186.0277835,1.187892253,0.539747143,32514,202.6406883,0.764060649,0.991911177,0.977040422,0.917005183,0.00685191,0.002988674,0.840898506,0.998896821,SEKER
36551,705.826,257.1654694,181.4023885,1.417652058,0.708817709,36979,215.7270929,0.781839572,0.988425863,0.921963702,0.838864928,0.007035798,0.002149123,0.703694367,0.997593768,SIRA
174091,1588.111,584.7234815,383.24983,1.525697954,0.755249221,176822,470.8073338,0.750871245,0.984555089,0.867410103,0.805179454,0.003358723,0.000870813,0.648313954,0.989131273,BOMBAY
39266,742.046,269.8232313,185.9702506,1.450894594,0.724542673,39665,223.5956707,0.696650344,0.989940754,0.896117316,0.828674646,0.006871676,0.001998843,0.686701669,0.99633174,SIRA
22726,550.994,203.8926238,142.3899858,1.431930923,0.715748915,23071,170.1047968,0.790662074,0.985046162,0.940673971,0.834286173,0.008971778,0.002681134,0.696033418,0.996671775,DERMASON
43204,839.531,346.3371445,159.8134744,2.167133565,0.887171926,43959,234.5400633,0.647076444,0.982824905,0.770300796,0.677201585,0.008016321,0.001039984,0.458601987,0.993851759,HOROZ
184715,1664.133,643.8353874,368.5698852,1.746847513,0.81993278,187214,484.9602484,0.798733028,0.986651639,0.838177431,0.753236398,0.003485561,0.000692114,0.567365072,0.991100265,BOMBAY
46777,845.203,349.1877688,171.1671257,2.040039916,0.871617581,47247,244.0457461,0.821412893,0.990052278,0.822849045,0.698895459,0.007464946,0.00109864,0.488454863,0.996467418,HOROZ
35468,711.867,273.1429586,165.9725366,1.64571178,0.794212727,35914,212.5070826,0.690361258,0.987581445,0.879526324,0.778006813,0.00770111,0.001740471,0.6052946,0.996140454,SIRA
23510,558.79,190.2826321,158.4491421,1.200906673,0.553718121,23901,173.0140506,0.808904487,0.983640852,0.946161434,0.909247726,0.008093689,0.003412363,0.826731428,0.992827288,DERMASON
68564,1007.341,393.5252982,223.2566146,1.762659077,0.823494205,69105,295.4630199,0.724226804,0.992171333,0.849088559,0.750810739,0.005739532,0.001125066,0.563716766,0.993640474,CALI
25394,607.084,231.081041,140.4027921,1.645843629,0.794249968,25762,179.8128054,0.664764398,0.985715395,0.865851483,0.778137422,0.009099828,0.002057966,0.605497847,0.996554774,DERMASON
61918,960.372,353.1381442,224.0962377,1.575832543,0.772852917,62627,280.7782864,0.753920709,0.988679004,0.843621821,0.795094756,0.00570332,0.001405993,0.63217567,0.996202995,CALI
35539,690.791,247.0624813,184.0422124,1.342422904,0.667151862,35853,212.7196751,0.826104138,0.991242016,0.935883361,0.860995462,0.006951869,0.002356594,0.741313185,0.995155798,SEKER
33180,670.488,240.9695005,175.6450402,1.371911784,0.684609702,33564,205.5385319,0.774835365,0.988559171,0.927479302,0.852964925,0.007262492,0.00237132,0.727549163,0.998133271,SIRA
63512,1022.604,358.4412686,226.3641303,1.583472028,0.775356632,64721,284.3694603,0.696747299,0.981319819,0.763221645,0.793350223,0.005643678,0.001379119,0.629404576,0.996644541,BARBUNYA
35175,706.545,226.7972341,197.6791575,1.14729968,0.490196672,35707,211.6275053,0.773552956,0.985100961,0.885450557,0.933113255,0.006447683,0.003015233,0.870700346,0.998954228,SEKER
68456,1021.462,393.3877979,223.1710944,1.762718415,0.823507361,69252,295.2302259,0.818283966,0.988505747,0.824473979,0.750481402,0.005746579,0.001124473,0.563222334,0.99280238,CALI
31335,635.011,216.7900923,184.1634403,1.177161395,0.52758671,31599,199.7422367,0.774277242,0.991645305,0.976510834,0.921362386,0.006918465,0.003075469,0.848908647,0.999302487,SEKER
45918,842.448,350.3625562,167.5918045,2.09057094,0.878175688,46281,241.7945686,0.785406404,0.992156609,0.813030093,0.69012674,0.007630179,0.001067652,0.476274917,0.995686501,HOROZ
67935,989.286,378.0667965,231.005289,1.636615327,0.791617374,68767,294.1046216,0.811038287,0.987901174,0.872287637,0.777917089,0.005565125,0.001257153,0.605154997,0.990405943,CALI
33946,667.313,231.5425397,187.0289921,1.238003462,0.589522187,34246,207.8975459,0.791226721,0.991239853,0.957942188,0.897880563,0.006820908,0.002734615,0.806189505,0.998065399,SEKER
35139,733.998,292.6114961,154.7210779,1.891219348,0.84877176,35769,211.519182,0.641409901,0.982386983,0.819614266,0.722866958,0.008327257,0.00140254,0.522536639,0.988231401,HOROZ
25061,594.405,222.7784508,143.5023163,1.552438013,0.764900793,25381,178.6299421,0.708738688,0.987392144,0.89133991,0.801827742,0.008889448,0.002266621,0.642927728,0.998105445,DERMASON
47751,867.449,350.2488937,174.0812386,2.011985304,0.867738213,48360,246.5734404,0.782546706,0.987406948,0.797451783,0.703994916,0.007334902,0.001111353,0.495608841,0.997157705,HOROZ
32376,643.009,219.1300137,188.3004274,1.163725525,0.511456521,32608,203.0330109,0.784302326,0.992885182,0.984008731,0.926541314,0.006768286,0.00307693,0.858478807,0.9990337,SEKER
61559,972.702,363.4118102,216.014883,1.682346166,0.80416363,62400,279.9631282,0.774560874,0.986522436,0.817601732,0.770374326,0.005903472,0.001282609,0.593476601,0.998433085,BARBUNYA
61247,967.954,348.5079955,224.2208282,1.554306968,0.765552394,62253,279.2527572,0.793560508,0.983840136,0.82145778,0.801280776,0.005690205,0.001446927,0.642050882,0.99794416,BARBUNYA
40669,796.464,321.7839798,162.7094508,1.977660045,0.862739834,41539,227.555222,0.625436371,0.979055827,0.805640067,0.707167654,0.007912267,0.001220591,0.50008609,0.98900028,HOROZ
41548,813.415,321.6418575,165.8641251,1.939188823,0.856781543,42304,230.00121,0.658561714,0.982129349,0.789106523,0.715084821,0.007741452,0.001248626,0.511346301,0.991597031,HOROZ
39596,789.504,318.047727,159.8525261,1.989632162,0.864515902,40203,224.5332782,0.658462766,0.984901624,0.798274966,0.705973535,0.00803232,0.001230763,0.498398633,0.991629949,HOROZ
43185,810.945,325.5185251,170.7169846,1.906772931,0.851443529,43737,234.4884853,0.866194641,0.987379107,0.825201459,0.720353735,0.007537768,0.001252004,0.518909503,0.989442595,HOROZ
44614,850.425,351.2689862,162.3080891,2.164211212,0.886847566,45243,238.3365458,0.633955722,0.986097297,0.775191478,0.678501533,0.007873515,0.001029323,0.460364331,0.996325646,HOROZ
46230,855.563,350.6330821,169.7982098,2.064998698,0.874923141,46861,242.6146413,0.823946674,0.986534645,0.793651366,0.691933117,0.007584536,0.001072421,0.478771438,0.988662395,HOROZ
47057,902.586,374.1129742,161.2226373,2.320474224,0.902377529,47847,244.7750667,0.772692939,0.983489038,0.725866769,0.654281149,0.007950209,0.000898702,0.428083822,0.993357475,HOROZ
59936,922.98,295.4328604,259.7326001,1.137450056,0.476527657,60869,276.2478694,0.834159105,0.984672001,0.884123713,0.935061418,0.004929139,0.002324403,0.874339855,0.994517917,BARBUNYA
64382,990.697,362.7910489,226.5021242,1.601711464,0.78115897,65321,286.3105104,0.78629702,0.985624837,0.824313917,0.789188463,0.005634976,0.001348326,0.622818431,0.99757542,BARBUNYA
140313,1432.029,517.4259023,347.2543044,1.490048923,0.741349726,141966,422.6725213,0.721240439,0.988356367,0.85981328,0.816875459,0.003687655,0.001012869,0.667285515,0.994288063,BOMBAY
166256,1577.223,597.5389312,360.2287358,1.658776416,0.797851523,169300,460.0909842,0.696476897,0.982020083,0.839848572,0.769976583,0.003594089,0.000779253,0.592863938,0.983428718,BOMBAY
44710,832.12,332.0685295,171.9583089,1.931099064,0.855477596,45234,238.5928332,0.694103766,0.988415793,0.811414217,0.718504802,0.007427165,0.001221016,0.516249151,0.996928253,HOROZ
66234,1006.478,398.084825,213.5124985,1.864456778,0.843996137,67144,290.3992906,0.763821298,0.986447039,0.821641326,0.729490984,0.006010279,0.001049915,0.532157095,0.992183904,CALI
52836,932.617,321.6612199,209.4603282,1.535666552,0.758920721,53871,259.370169,0.715789474,0.980787437,0.763366576,0.806345785,0.006087918,0.001587573,0.650193526,0.99848045,BARBUNYA
38787,733.565,263.3797775,187.7299762,1.402971347,0.701394859,39257,222.227681,0.736443381,0.988027613,0.905771914,0.843753773,0.006790414,0.002122946,0.71192043,0.998803964,SIRA
52184,888.581,332.9882035,200.1934012,1.663332565,0.799096574,53114,257.7648781,0.678154646,0.982490492,0.830525907,0.774096125,0.00638104,0.001413354,0.599224811,0.996710142,BARBUNYA
175512,1606.945,602.3650349,374.4872145,1.608506276,0.783259578,177479,472.7248872,0.78507432,0.988916999,0.854111666,0.78478142,0.003432045,0.000803022,0.615881877,0.990649864,BOMBAY
34207,668.737,228.0324687,191.4154535,1.191296024,0.543480298,34515,208.6952446,0.757730817,0.991076344,0.961200851,0.91519969,0.006666252,0.002884861,0.837590472,0.997818199,SEKER
23971,580.59,217.2906552,141.1057253,1.539913811,0.760458107,24255,174.702104,0.784776559,0.988291074,0.893628299,0.80400192,0.009064731,0.002336485,0.646419087,0.99542968,DERMASON
43279,843.066,336.2804457,164.6671347,2.042183137,0.871906695,43813,234.74355,0.614566471,0.987811837,0.765180566,0.698058876,0.00777006,0.001138079,0.487286194,0.995127649,HOROZ
31637,656.711,229.7192546,175.510446,1.308863717,0.645190802,32045,200.702465,0.761823348,0.987267905,0.921842182,0.873685862,0.007261095,0.002609775,0.763326986,0.999090996,SEKER
24524,585.082,211.9964374,147.7645408,1.434690868,0.717057261,24839,176.7057628,0.794428247,0.98731833,0.900259467,0.833531756,0.008644448,0.002573983,0.694775189,0.996787619,DERMASON
49166,856.332,293.7755666,214.1688826,1.371700515,0.684490151,50168,250.2001108,0.775978535,0.980027109,0.84253974,0.851670933,0.005975177,0.001939179,0.725343378,0.994953885,BARBUNYA
38055,743.589,275.3327074,177.1477249,1.554254832,0.765534257,38618,220.1207189,0.689977155,0.985421306,0.864879647,0.799471741,0.007235126,0.001823217,0.639155064,0.993409847,SIRA
59787,1036.442,352.5588679,216.6008809,1.627688985,0.789019632,61185,275.9042817,0.694100028,0.977151263,0.699401595,0.782576491,0.005896915,0.001364306,0.612425964,0.996838996,BARBUNYA
37356,723.044,268.5293042,177.4421174,1.513334647,0.75056874,37768,218.089744,0.774892134,0.989091294,0.897926477,0.812163666,0.007188385,0.001929236,0.65960982,0.998210394,SIRA
64840,993.808,391.2499005,212.0103957,1.845427906,0.840456033,65580,287.3270821,0.769522905,0.988716072,0.824988497,0.734382505,0.006034082,0.001082631,0.539317664,0.995271867,CALI
37140,711.337,254.9999867,186.7010133,1.365820047,0.681131745,37575,217.4583102,0.752903971,0.988423154,0.922361072,0.852777732,0.006865912,0.002239863,0.72722986,0.993265121,SIRA
23310,567.128,216.4826359,137.5590662,1.573743134,0.77216036,23537,172.2765619,0.806853583,0.99035561,0.910730662,0.795798523,0.009287114,0.002297593,0.633295289,0.996644113,DERMASON
53363,904.64,327.0878319,208.0485855,1.572170419,0.771636833,54318,260.6604723,0.717244624,0.982418351,0.819404845,0.796912777,0.006129487,0.00152492,0.635069973,0.998438227,BARBUNYA
55434,925.422,330.5917574,213.7725739,1.546464785,0.762798609,56460,265.670399,0.718876439,0.981827843,0.813404259,0.803620759,0.0059637,0.001534264,0.645806325,0.998716739,BARBUNYA
68814,1033.465,383.777292,232.0830135,1.653620772,0.79642784,70564,296.0011926,0.711476427,0.975199819,0.8096459,0.77128376,0.005577023,0.001217416,0.594878638,0.983703673,CALI
37781,738.792,283.2345962,170.2064106,1.664065386,0.799295696,38242,219.3268411,0.729362934,0.987945191,0.869839138,0.774364587,0.007496747,0.001662779,0.599640514,0.997841023,HOROZ
44787,861.814,344.3339029,166.1797321,2.072057155,0.87583417,45406,238.7981983,0.812919737,0.98636744,0.757765358,0.693507657,0.007688256,0.001097015,0.480952871,0.996561836,HOROZ
43418,814.87,322.252307,172.5032249,1.868094392,0.844658932,44045,235.120213,0.701331007,0.985764559,0.821680574,0.729615298,0.00742209,0.001297423,0.532338483,0.994458535,HOROZ
66874,1024.488,408.2395189,209.5480011,1.948190948,0.858211215,67877,291.7989399,0.80164467,0.985223272,0.800669736,0.714773868,0.006104607,0.000982906,0.510901682,0.995334032,CALI
67184,987.838,373.104542,231.3668827,1.612609971,0.784512702,68131,292.474487,0.750323878,0.986100307,0.865175603,0.783894202,0.005553473,0.001293523,0.614490119,0.990932893,CALI
37086,731.802,266.812781,177.87066,1.500038179,0.745371169,37595,217.3001651,0.722079439,0.986460966,0.870227241,0.81442937,0.007194434,0.001952496,0.663295199,0.994968122,SIRA
39572,744.104,273.2721788,185.3032621,1.474729456,0.734978438,40306,224.4652206,0.726145038,0.981789312,0.89811218,0.821397998,0.006905695,0.001939107,0.674694671,0.994992105,SIRA
34469,666.834,230.1579705,190.9936711,1.205055483,0.558005411,34747,209.4929447,0.789667812,0.991999309,0.974098956,0.910213729,0.006677245,0.002827162,0.828489033,0.998375252,SEKER
33318,688.874,257.4648986,165.036857,1.560044849,0.767534855,33692,205.9655193,0.698695634,0.988899442,0.88228562,0.799975144,0.007727502,0.001952202,0.639960231,0.998366662,SIRA
44924,817.215,282.1488206,203.1618504,1.388788397,0.693920006,45772,239.1631521,0.79427157,0.98147339,0.845309254,0.847648952,0.006280581,0.002000063,0.718508746,0.997856609,BARBUNYA
25997,596.404,220.1283733,151.0490347,1.457330553,0.727426015,26392,181.9351765,0.808289028,0.985033343,0.918442566,0.826495802,0.008467453,0.002437222,0.683095311,0.995495668,DERMASON
26161,602.251,230.1195599,144.9688198,1.58737279,0.776618056,26488,182.5081361,0.800324278,0.987654787,0.906377561,0.793101361,0.008796283,0.002146811,0.629009768,0.998472991,DERMASON
24053,591.446,232.5720529,132.298336,1.757936342,0.822442113,24326,175.0006593,0.659492213,0.98877744,0.864069981,0.752457817,0.009669149,0.001912039,0.566192767,0.995330842,DERMASON
66516,974.201,372.3567768,228.9267115,1.626532677,0.788679359,67382,291.0168407,0.779578777,0.987147903,0.880722003,0.781553765,0.005598003,0.001288393,0.610826287,0.993528916,CALI
42774,780.822,292.5546328,187.0444543,1.564091456,0.768916841,43284,233.3699815,0.717107028,0.988217355,0.881628552,0.797697098,0.006839543,0.001708279,0.63632066,0.995263707,HOROZ
32044,652.651,216.1471468,188.9705403,1.143813985,0.48544352,32395,201.9893264,0.778069153,0.989164995,0.945354229,0.934499156,0.006745324,0.003173206,0.873288673,0.998879798,SEKER
66688,987.264,377.8736513,227.1094143,1.663839663,0.799234396,67716,291.3928598,0.691877535,0.98481895,0.85978716,0.771138339,0.005666292,0.00123597,0.594654338,0.989409473,CALI
59841,936.317,354.6469346,217.6413436,1.629501678,0.789551313,61068,276.0288528,0.692965086,0.979907644,0.857754271,0.778320143,0.005926487,0.00134156,0.605782245,0.987123185,CALI
47394,880.106,365.5402721,165.7514278,2.205352177,0.891285625,48081,245.6499847,0.624920886,0.985711612,0.768888322,0.672018936,0.007712796,0.000970326,0.45160945,0.995957884,HOROZ
60756,982.65,352.9421998,219.8903051,1.605083042,0.782205329,61871,278.1311593,0.760153142,0.981978633,0.790681032,0.788036,0.005809174,0.001381906,0.621000737,0.996757752,BARBUNYA
66540,1015.555,393.7968611,216.6339826,1.817798188,0.835088203,67380,291.0693376,0.770995551,0.987533393,0.810747771,0.739135748,0.005918197,0.001089597,0.546321654,0.993102514,CALI
39030,740.165,275.8259887,181.0642004,1.523360156,0.75437512,39538,222.9227208,0.768639962,0.987151601,0.895264421,0.808200568,0.007067025,0.001859915,0.653188158,0.995040815,SIRA
38273,746.449,280.9108299,173.8625361,1.615706501,0.785450649,38743,220.7503049,0.731349843,0.987868776,0.863181429,0.785837644,0.007339661,0.001726581,0.617540803,0.997764691,SIRA
38087,718.44,266.1000287,183.3735169,1.451136638,0.724652013,38535,220.2132479,0.765567839,0.988374205,0.927268745,0.827558151,0.006986637,0.002021352,0.684852494,0.993814545,SIRA
67360,998.54,391.0083959,220.7396397,1.771355595,0.825406131,68045,292.85733,0.710218886,0.989933132,0.848947843,0.748979646,0.005804756,0.001126792,0.56097051,0.993678252,CALI
142592,1408.745,519.7756355,351.2923849,1.479609743,0.73703563,144325,426.0912733,0.804164293,0.987992378,0.90290124,0.819759997,0.003645195,0.001015424,0.672006452,0.994307294,BOMBAY
157309,1514.284,571.2437728,354.8137969,1.609981849,0.7837115,160099,447.5399865,0.801309121,0.982573283,0.862082377,0.783448342,0.003631348,0.000843896,0.613791304,0.988192859,BOMBAY
58910,993.443,358.499459,209.8883902,1.708048066,0.810698681,60140,273.8732217,0.761209459,0.979547722,0.750089315,0.763943194,0.006085545,0.001278567,0.583609204,0.996832571,BARBUNYA
57583,926.308,332.5452734,220.7230731,1.50661763,0.747964782,58564,270.7710337,0.718082055,0.983249095,0.84332179,0.814238106,0.00577506,0.00156582,0.662983694,0.998862922,BARBUNYA
26318,604.873,232.1263561,144.7366524,1.603784198,0.781803184,26607,183.0549599,0.783460348,0.989138197,0.90392906,0.788600498,0.008820061,0.002104164,0.621890745,0.99737855,DERMASON
34503,678.24,236.5446412,185.8927694,1.272478978,0.618394789,34885,209.5962405,0.747724515,0.989049735,0.94254029,0.886074778,0.00685577,0.002606859,0.785128512,0.999059527,SEKER
37222,721.683,267.1871893,178.0170112,1.500908185,0.745716602,37610,217.6982369,0.70362949,0.989683595,0.898083295,0.814777974,0.007178206,0.001951429,0.663863147,0.996397632,SIRA
58984,924.535,349.1392395,215.5429853,1.619812581,0.786684399,59646,274.0451811,0.684777561,0.988901184,0.867156275,0.78491659,0.005919219,0.00138592,0.616094053,0.997956898,BARBUNYA
33344,661.508,225.3180561,188.668526,1.194253546,0.54667768,33692,206.0458672,0.763352487,0.989671139,0.957540959,0.914466735,0.006757379,0.002914941,0.83624941,0.998693823,SEKER
58634,930.427,351.8374671,214.941906,1.636895632,0.791698124,59677,273.230905,0.748837803,0.98252258,0.851127803,0.776582742,0.006000571,0.001346242,0.603080755,0.987180254,CALI
44258,832.579,334.9047441,169.4686685,1.976204493,0.862521447,44909,237.3837311,0.65856199,0.985504019,0.802325773,0.7088097,0.007567101,0.001178224,0.50241119,0.992867251,HOROZ
38052,733.889,273.744548,177.2180557,1.544676398,0.762163328,38473,220.1120423,0.712264151,0.989057261,0.887823417,0.804078269,0.00719396,0.001854988,0.646541863,0.998697955,SIRA
43844,826.338,338.9045386,165.7581755,2.044572086,0.872227774,44434,236.2708501,0.822619986,0.98672188,0.806871886,0.697160478,0.007729781,0.001126362,0.486032732,0.993728956,HOROZ
38491,745.466,278.8028218,176.6623921,1.578167365,0.773622838,39247,221.3781004,0.726341215,0.980737381,0.870388967,0.794031061,0.007243325,0.001776101,0.630485325,0.995011365,SIRA
64388,973.025,374.4032686,220.6201874,1.697049001,0.807944801,65308,286.3238513,0.783881178,0.985912905,0.854607701,0.7647472,0.005814799,0.001226835,0.58483828,0.992499218,CALI
47605,877.296,373.1439467,163.592869,2.280930391,0.898771394,48131,246.1961993,0.630396207,0.989071492,0.777266831,0.659788807,0.007838335,0.00091627,0.435321269,0.992937513,HOROZ
66293,973.989,372.5145897,227.7918727,1.635328712,0.791246089,67110,290.528603,0.727591013,0.987825957,0.87815147,0.779912011,0.005619215,0.001282442,0.608262746,0.994709532,CALI
37784,717.954,269.1635103,178.9581635,1.504058295,0.746961007,38074,219.3355488,0.726615385,0.992383254,0.921137701,0.814878468,0.007123743,0.001937579,0.664026917,0.998735193,SIRA
